longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-11852;3405;450;18140;3250;<1H OCEAN;5000010
-11825;3416;140;37000;9450;<1H OCEAN;2000000
-12178;3733;100;28290;3940;<1H OCEAN;3595000
-11833;3424;310;64340;11880;<1H OCEAN;2933000
-12218;3745;370;52570;13600;NEAR BAY;3943000
-12176;3728;170;6600;1290;<1H OCEAN;2410000
-12184;3625;200;9580;2450;NEAR OCEAN;3625000
-11828;3398;190;8830;3130;<1H OCEAN;1214000
-11978;3676;500;13430;3220;INLAND;498000
-11771;3408;290;12760;2830;INLAND;1343000
-11828;3382;300;36150;7600;<1H OCEAN;2177000
-12061;3506;130;23640;4210;<1H OCEAN;2731000
-12207;3758;160;18930;3380;NEAR BAY;2137000
-1220;3751;70;63520;13900;<1H OCEAN;1817000
-1172;3279;310;34170;5330;NEAR OCEAN;2760000
-1227;3839;160;49220;12110;<1H OCEAN;1681000
-12188;3737;30;44300;8410;<1H OCEAN;2727000
-1181;3399;310;9650;2170;<1H OCEAN;1903000
-1218;3726;180;36310;9470;<1H OCEAN;1844000
-11827;340;430;16380;4340;<1H OCEAN;1108000
-11863;3418;320;16460;2420;<1H OCEAN;4330000
-11708;3314;150;14970;2500;<1H OCEAN;1542000
-12142;387;100;25620;4600;INLAND;962000
-12246;3776;520;18170;4490;NEAR BAY;3900000
-11835;3399;480;27410;4390;<1H OCEAN;2691000
-1179;3397;230;73530;12550;<1H OCEAN;2132000
-12239;3773;520;19310;3290;NEAR BAY;1920000
-11802;3386;260;23420;3830;<1H OCEAN;2207000
-1222;3975;180;26030;5760;INLAND;637000
-11818;3411;440;13460;3980;<1H OCEAN;1522000
-12153;3685;230;33590;7250;INLAND;1936000
-12248;3771;390;36150;6320;NEAR OCEAN;3142000
-12221;3778;490;8980;2440;NEAR BAY;1375000
-11981;368;380;22520;3250;INLAND;1601000
-11852;3427;360;32040;5380;<1H OCEAN;2712000
-12027;3712;420;11420;2360;INLAND;523000
-1180;3414;390;13020;3030;INLAND;1669000
-12149;3849;260;15570;3010;INLAND;777000
-12194;3742;160;39360;7880;<1H OCEAN;1125000
-11892;3526;200;38150;9240;INLAND;637000
-12216;3775;240;17900;4540;NEAR BAY;1079000
-11813;3412;460;31560;4300;<1H OCEAN;5000010
-11707;3264;320;51350;10250;NEAR OCEAN;1728000
-11913;363;330;33790;6120;INLAND;765000
-1192;3628;220;22950;5080;INLAND;659000
-12182;3733;230;32790;6470;<1H OCEAN;1758000
-11844;3417;290;26850;6420;<1H OCEAN;2794000
-1220;373;280;50960;10110;<1H OCEAN;3552000
-11823;3412;280;15460;4650;<1H OCEAN;1838000
-12046;3765;170;3150;890;INLAND;792000
-11996;3599;250;10470;2700;INLAND;477000
-11926;3428;410;28220;5640;NEAR OCEAN;2541000
-12198;3834;130;36160;6720;INLAND;1348000
-12246;3798;100;13250;1890;NEAR BAY;5000010
-11738;3394;210;24680;3800;INLAND;1368000
-11829;3409;290;22400;7920;<1H OCEAN;1725000
-12122;3781;170;28790;5420;INLAND;1261000
-12195;3724;370;31090;5410;<1H OCEAN;4135000
-11713;3269;360;14690;4000;NEAR OCEAN;901000
-11631;3413;200;23520;5560;INLAND;554000
-11811;3381;360;12520;2090;<1H OCEAN;2356000
-11828;3383;280;8800;1680;<1H OCEAN;1757000
-11721;3414;160;16130;2450;INLAND;1407000
-11802;3395;350;20850;4000;<1H OCEAN;1739000
-12215;3775;440;19380;3990;NEAR BAY;1358000
-11834;3416;440;17170;3910;<1H OCEAN;2545000
-12155;3737;390;7590;1410;INLAND;2625000
-11727;3319;80;9730;2890;NEAR OCEAN;1393000
-12205;3738;240;24240;5010;<1H OCEAN;3642000
-11768;3408;280;24590;4920;INLAND;1372000
-11973;3435;200;16480;3190;NEAR OCEAN;3352000
-11788;3385;260;39240;7810;<1H OCEAN;2239000
-12229;3788;480;23650;4900;NEAR BAY;2292000
-11836;3416;450;17550;3350;<1H OCEAN;3229000
-11732;3407;260;9710;2450;INLAND;840000
-11804;3411;440;7730;1200;INLAND;4471000
-11799;3385;340;19480;3060;<1H OCEAN;2126000
-11729;3403;90;81850;15250;INLAND;1977000
-12196;3731;310;38900;7110;<1H OCEAN;2909000
-11823;3393;390;20650;5320;<1H OCEAN;1049000
-11697;3265;40;164500;28330;NEAR OCEAN;2334000
-12208;3738;360;7820;1300;NEAR BAY;3839000
-12423;4054;520;26940;4530;NEAR OCEAN;1067000
-11825;3396;420;13260;2950;<1H OCEAN;988000
-11687;3376;50;41160;7610;INLAND;1308000
-11765;3414;160;21960;2870;INLAND;3540000
-11714;327;430;11260;2890;NEAR OCEAN;870000
-11826;3411;520;17400;4020;<1H OCEAN;2707000
-12213;3774;410;44000;6660;NEAR BAY;2489000
-11723;3413;100;11450;2930;INLAND;687000
-11841;3426;380;8700;2050;<1H OCEAN;1361000
-11465;336;280;16780;3220;INLAND;949000
-12085;3757;270;8190;1570;INLAND;1938000
-11826;3385;250;23240;3260;<1H OCEAN;2070000
-1179;3392;270;6980;1160;<1H OCEAN;2676000
-12131;3799;230;31350;7070;INLAND;1053000
-1179;3412;350;9570;1940;<1H OCEAN;1514000
-11792;3413;420;17620;3980;INLAND;1326000
-11899;3537;360;8320;1980;INLAND;574000
-11819;3397;340;27000;7630;<1H OCEAN;1784000
-11703;3267;150;50940;8180;NEAR OCEAN;2666000
-1222;3779;450;20210;5280;NEAR BAY;1154000
-11614;3422;320;32980;12280;INLAND;478000
-11809;3402;330;48530;11050;<1H OCEAN;2086000
-11912;3585;370;7360;1660;INLAND;583000
-12229;3776;180;28730;7630;NEAR BAY;2654000
-11808;3399;370;14190;3100;<1H OCEAN;1620000
-11786;3374;380;24150;6420;<1H OCEAN;1656000
-12198;3797;260;27380;4280;INLAND;2132000
-11706;3417;210;25200;5820;INLAND;890000
-11758;3388;160;17390;4780;INLAND;1161000
-12211;3737;220;14770;1950;NEAR BAY;5000010
-11831;3406;310;28270;10840;<1H OCEAN;3600000
-12212;3775;280;7940;1110;NEAR BAY;3298000
-12147;3868;190;9460;1820;INLAND;973000
-11979;3676;520;11850;2600;INLAND;561000
-12079;3782;170;42270;7290;INLAND;2695000
-11643;3378;170;42930;7120;INLAND;2321000
-12076;3761;300;8160;1590;INLAND;879000
-11808;3401;360;12480;3220;<1H OCEAN;1476000
-11719;3275;520;14950;2300;NEAR OCEAN;5000010
-11925;3632;320;18210;3450;INLAND;722000
-11821;3406;290;14780;4130;<1H OCEAN;1475000
-11811;3391;360;10880;2310;<1H OCEAN;1931000
-12107;4085;170;9760;2020;INLAND;808000
-12168;370;190;37540;5880;<1H OCEAN;4126000
-11705;3282;160;40460;7310;<1H OCEAN;1970000
-11781;3382;200;28190;3190;<1H OCEAN;5000010
-12216;3974;200;7070;1260;INLAND;850000
-1214;3866;500;8800;1500;INLAND;1125000
-11901;353;70;85960;15970;INLAND;809000
-12155;3948;410;4610;1070;INLAND;418000
-12231;383;250;38830;7400;NEAR BAY;1873000
-11701;3266;110;99920;13680;NEAR OCEAN;2939000
-11813;3414;230;54650;14940;<1H OCEAN;2109000
-12193;3729;360;22410;4370;<1H OCEAN;2882000
-11455;328;190;25700;8200;INLAND;561000
-11697;3278;260;89020;14130;<1H OCEAN;2269000
-11817;3395;230;19910;5840;<1H OCEAN;1819000
-12173;3685;220;13040;2780;<1H OCEAN;2063000
-12246;3778;520;41400;9840;NEAR BAY;3768000
-11767;3351;170;21120;4800;<1H OCEAN;1204000
-12043;3486;170;31720;5060;<1H OCEAN;1681000
-12275;3901;170;41620;9670;INLAND;2005000
-12187;3735;270;35000;10360;<1H OCEAN;1537000
-12144;385;270;25270;4390;INLAND;968000
-12183;3799;230;11500;1740;INLAND;1524000
-11909;353;30;28210;5190;INLAND;1098000
-11823;3421;320;14640;4060;<1H OCEAN;2000000
-12199;3777;140;82130;13640;<1H OCEAN;2948000
-11839;3419;360;9040;1910;<1H OCEAN;1929000
-1183;3383;330;27160;6600;<1H OCEAN;2263000
-1179;336;250;24650;5850;<1H OCEAN;5000010
-11765;336;130;23190;4300;<1H OCEAN;3161000
-12416;4174;150;27150;5690;NEAR OCEAN;695000
-11839;341;300;63100;9570;<1H OCEAN;5000010
-12209;3765;350;11840;2000;NEAR BAY;1938000
-11701;3273;220;25260;5300;NEAR OCEAN;1208000
-1182;3419;380;21760;2660;<1H OCEAN;5000010
-11809;3377;270;23010;6400;<1H OCEAN;675000
-11844;3429;320;12600;3820;<1H OCEAN;1229000
-1210;3594;160;30770;6280;<1H OCEAN;1146000
-1219;3766;180;73970;11370;INLAND;3230000
-11925;3636;160;32450;4690;INLAND;1548000
-11825;3392;460;7230;1540;<1H OCEAN;965000
-11799;3414;300;23460;4350;INLAND;1530000
-11819;3378;420;10210;3000;NEAR OCEAN;1750000
-12262;3894;140;17310;4000;INLAND;575000
-12201;3798;250;14760;3360;NEAR BAY;1655000
-11859;342;210;17890;4350;<1H OCEAN;1798000
-12045;3466;70;33290;5040;NEAR OCEAN;1983000
-11718;3315;70;62250;16830;<1H OCEAN;1175000
-11522;3354;180;17060;3970;INLAND;535000
-11828;3392;390;14720;3020;<1H OCEAN;1100000
-11763;3409;190;34900;8160;INLAND;1262000
-1213;3813;270;10040;1920;INLAND;1167000
-12136;3801;160;21780;6670;INLAND;871000
-12131;379;380;2260;440;INLAND;1250000
-11746;3407;190;31550;5720;INLAND;1134000
-1171;327;280;6330;1370;NEAR OCEAN;956000
-1192;3426;130;30090;5880;NEAR OCEAN;1995000
-12246;3775;520;12070;1520;NEAR BAY;5000010
-12254;3791;480;29240;4890;NEAR BAY;4890000
-11715;3422;100;10390;1740;INLAND;1719000
-12248;377;330;44920;4350;NEAR OCEAN;2979000
-11848;340;410;25840;7430;<1H OCEAN;3700000
-12123;3781;160;20850;3420;INLAND;1493000
-11772;3361;260;26530;6210;<1H OCEAN;811000
-12408;4091;130;25220;7190;NEAR OCEAN;788000
-11743;3408;130;45630;11870;INLAND;1217000
-11837;3415;230;46040;13190;<1H OCEAN;2631000
-11697;3378;240;26800;6060;INLAND;748000
-11828;3476;190;34300;6010;INLAND;1636000
-12249;3776;520;22450;4250;NEAR BAY;3312000
-11801;339;360;13820;2570;<1H OCEAN;2117000
-11832;3386;320;34850;6780;<1H OCEAN;2917000
-11824;3412;340;800;260;<1H OCEAN;1542000
-11739;3407;150;19660;3310;INLAND;1227000
-11703;3263;140;27960;4760;NEAR OCEAN;2137000
-1176;3408;150;27000;4600;INLAND;1598000
-12185;3975;390;5680;1270;INLAND;781000
-1227;3899;180;11770;2240;INLAND;1347000
-11725;3416;370;17090;2780;INLAND;1166000
-12179;3769;250;62960;10820;INLAND;1884000
-12151;3856;430;10480;3120;INLAND;1375000
-11824;338;280;6360;1690;NEAR OCEAN;1313000
-11857;342;360;25590;4690;<1H OCEAN;2015000
-11835;3395;420;17790;4310;<1H OCEAN;1598000
-12176;3723;160;42740;7150;<1H OCEAN;2339000
-12217;3788;330;36260;5020;NEAR BAY;4232000
-11824;3421;320;38170;8860;<1H OCEAN;2456000
-12132;3801;360;3910;740;INLAND;1028000
-11644;3416;190;18670;3610;INLAND;981000
-12183;373;170;12990;2110;<1H OCEAN;2358000
-11699;3273;300;18560;3390;<1H OCEAN;1538000
-11919;3596;250;20140;4020;INLAND;525000
-12202;3735;170;29750;6080;<1H OCEAN;3622000
-11945;3659;280;12740;2150;INLAND;842000
-12196;3723;360;44230;6320;<1H OCEAN;4764000
-11792;3375;190;19200;4710;<1H OCEAN;1475000
-11929;3424;270;47420;7750;NEAR OCEAN;5000010
-1174;3397;410;17070;2760;INLAND;1348000
-11979;3681;350;18770;3280;INLAND;696000
-11826;3404;60;15290;5660;<1H OCEAN;1625000
-12249;3754;150;34560;5450;NEAR OCEAN;3680000
-12105;3765;50;30960;5450;INLAND;1464000
-11725;3284;190;17590;2140;NEAR OCEAN;5000010
-12204;3724;240;15210;2090;<1H OCEAN;5000010
-11711;3275;210;21270;6580;NEAR OCEAN;1000000
-11622;360;140;13720;3860;INLAND;329000
-11964;3633;410;30950;7660;INLAND;517000
-11702;3269;70;60550;10040;NEAR OCEAN;1350000
-12408;4086;180;12870;4840;NEAR OCEAN;1500000
-12084;3533;150;32760;6700;NEAR OCEAN;2078000
-11696;3494;200;23550;4670;INLAND;885000
-11712;327;370;13610;3480;NEAR OCEAN;781000
-12108;389;270;34360;7550;INLAND;1384000
-11927;3588;320;13930;3430;INLAND;437000
-11803;3416;360;14010;2180;INLAND;4847000
-11812;3408;350;22480;4350;<1H OCEAN;2539000
-11821;3393;410;6190;1380;<1H OCEAN;1181000
-11929;3612;240;12480;2260;INLAND;1292000
-12191;3793;130;16100;1980;INLAND;3294000
-12134;3862;200;40210;8640;INLAND;1530000
-1177;3356;30;24430;6370;<1H OCEAN;1833000
-12318;3923;180;2430;550;<1H OCEAN;1750000
-11732;3409;300;11290;2510;INLAND;786000
-12201;3727;270;33400;4510;<1H OCEAN;5000010
-11969;3679;150;25240;4510;INLAND;763000
-11712;3276;280;16050;5010;NEAR OCEAN;1475000
-11858;3417;290;33930;5740;<1H OCEAN;3349000
-11707;330;40;62420;12580;<1H OCEAN;2816000
-12215;3774;520;28980;5570;NEAR BAY;1835000
-12242;3778;260;8120;5070;NEAR BAY;5000010
-12176;415;310;6020;1530;INLAND;342000
-11797;3371;250;32730;4780;<1H OCEAN;2861000
-11842;3392;410;16210;2790;<1H OCEAN;3460000
-12103;3769;50;40340;7710;INLAND;1460000
-11809;3408;420;10030;2360;<1H OCEAN;2183000
-12194;3732;460;24510;4720;<1H OCEAN;2258000
-11792;3407;290;16990;3990;<1H OCEAN;1955000
-1220;3698;430;16360;3240;NEAR OCEAN;2392000
-12094;3542;180;34180;6860;NEAR OCEAN;2794000
-1219;3801;340;37790;7660;INLAND;1106000
-12238;4054;360;12160;2400;INLAND;753000
-11801;3393;340;24240;4680;<1H OCEAN;1899000
-12256;379;240;2210;410;NEAR BAY;3625000
-12204;3735;200;20160;3130;<1H OCEAN;3830000
-12166;3671;270;41310;8860;<1H OCEAN;1575000
-11817;3403;410;20990;5300;<1H OCEAN;1408000
-11806;3388;170;71870;10730;<1H OCEAN;3374000
-12242;3773;350;17910;3220;NEAR BAY;2545000
-1223;4045;320;12860;2710;INLAND;685000
-11832;3397;520;17780;3200;<1H OCEAN;1388000
-1181;3389;350;9940;2030;<1H OCEAN;1780000
-12248;3773;520;15970;2400;NEAR OCEAN;5000010
-11823;3389;160;50030;11800;<1H OCEAN;1334000
-11835;3386;240;21390;4810;<1H OCEAN;2713000
-1221;3788;350;37010;5280;NEAR BAY;3671000
-11784;341;170;78360;16240;<1H OCEAN;1807000
-12196;3729;240;12400;2630;<1H OCEAN;2830000
-11787;3391;160;24340;4550;<1H OCEAN;1763000
-12164;3915;150;26590;3960;INLAND;1249000
-1210;3763;490;20510;5000;INLAND;809000
-11826;3423;430;14280;3250;<1H OCEAN;2092000
-11811;3383;370;12490;2020;<1H OCEAN;2231000
-12127;3811;110;31630;7940;INLAND;1030000
-11773;3407;340;40380;7250;INLAND;1350000
-12235;4057;220;5890;970;INLAND;875000
-1193;3634;450;37230;8310;INLAND;631000
-12273;3846;140;23240;7540;<1H OCEAN;1500000
-11823;3409;450;17470;4840;<1H OCEAN;1555000
-11932;3636;180;20600;3830;INLAND;684000
-11729;3409;240;14510;3870;INLAND;683000
-11832;3426;320;36900;7910;<1H OCEAN;2227000
-1213;3889;450;15290;3170;INLAND;913000
-11796;3453;100;29070;5590;INLAND;1410000
-11815;3386;340;24030;4130;<1H OCEAN;2138000
-1185;3403;320;63650;17840;<1H OCEAN;3833000
-12231;4045;250;25960;5570;INLAND;604000
-11826;3406;150;3260;1230;<1H OCEAN;1750000
-12246;3769;350;19830;3850;NEAR OCEAN;2667000
-11711;329;160;20430;3880;<1H OCEAN;1615000
-12257;3798;490;28600;5520;NEAR BAY;3550000
-12176;3729;150;22670;3480;<1H OCEAN;2779000
-12234;3797;190;3920;1090;NEAR BAY;1100000
-11756;3394;290;2660;420;INLAND;1643000
-11905;3436;220;18150;5060;<1H OCEAN;1625000
-12192;3663;400;10760;1930;<1H OCEAN;3111000
-11827;3398;390;20620;5880;<1H OCEAN;970000
-11801;3381;180;52380;10830;<1H OCEAN;1901000
-11912;3425;310;7370;1460;NEAR OCEAN;1941000
-12228;378;380;6840;1760;NEAR BAY;1313000
-11808;3388;270;30650;7360;<1H OCEAN;2081000
-11841;3407;520;12020;1420;<1H OCEAN;5000010
-11843;3396;130;18600;3450;<1H OCEAN;5000010
-12057;3518;160;52090;9170;<1H OCEAN;3461000
-12189;3739;20;11360;3650;<1H OCEAN;4250000
-1183;3403;470;22410;5590;<1H OCEAN;1479000
-12208;3771;380;37160;6570;NEAR BAY;2209000
-12165;3976;310;15990;3180;INLAND;967000
-11834;340;490;24650;3720;<1H OCEAN;2968000
-12203;3792;230;33180;4080;NEAR BAY;3588000
-12099;3766;390;17480;3290;INLAND;1356000
-12423;4081;520;11120;2090;NEAR OCEAN;508000
-11788;3366;260;60170;12440;<1H OCEAN;2954000
-11806;3373;160;43920;6020;<1H OCEAN;5000010
-12226;375;440;69830;11310;NEAR OCEAN;3748000
-12096;3766;160;49610;9020;INLAND;1383000
-11867;3427;100;37530;6780;<1H OCEAN;2046000
-12184;3735;220;29140;7680;<1H OCEAN;1640000
-11939;3655;300;16690;3140;INLAND;804000
-11827;3399;350;9320;2940;<1H OCEAN;1000000
-11901;3536;240;19410;4840;INLAND;516000
-12209;3786;270;54840;7600;NEAR BAY;4026000
-11752;3399;140;135620;20570;INLAND;1829000
-12066;4042;350;14500;3250;INLAND;664000
-1209;3569;140;50200;9090;<1H OCEAN;2487000
-12219;3784;180;16170;2100;NEAR BAY;3926000
-11887;3565;330;15040;3250;INLAND;946000
-11711;327;330;19800;4880;NEAR OCEAN;864000
-11783;3366;40;10110;1980;<1H OCEAN;2962000
-11848;3433;90;23840;3950;<1H OCEAN;2701000
-11724;330;160;25120;3560;NEAR OCEAN;3691000
-11751;3397;350;3520;620;INLAND;1375000
-1225;3759;360;15210;2530;NEAR OCEAN;2375000
-1173;341;490;600;110;INLAND;750000
-11739;3392;250;28860;5830;INLAND;1137000
-11705;3268;150;18280;3590;NEAR OCEAN;1651000
-12212;3769;100;22270;5600;NEAR BAY;1673000
-11717;3275;520;10520;4350;NEAR OCEAN;2896000
-11816;3401;400;15520;4350;<1H OCEAN;1375000
-12235;3757;520;20590;3450;NEAR OCEAN;5000010
-1179;3382;320;11870;3020;<1H OCEAN;1669000
-12251;380;170;24490;5360;NEAR BAY;2742000
-12205;3738;290;18750;3400;<1H OCEAN;3365000
-12209;3794;290;68950;10220;NEAR BAY;2732000
-12225;378;430;23640;7920;NEAR BAY;2500000
-12263;3895;110;6860;1270;INLAND;773000
-1181;3391;360;10800;2010;<1H OCEAN;1758000
-12249;3773;480;11900;1820;NEAR OCEAN;4385000
-11771;3407;240;19480;3620;INLAND;1393000
-11812;3411;480;21240;3190;<1H OCEAN;3596000
-11846;3407;420;25640;4600;<1H OCEAN;5000010
-11705;328;170;14750;3080;<1H OCEAN;1804000
-11676;3274;140;40850;7510;<1H OCEAN;2145000
-12418;4078;340;15920;3640;NEAR OCEAN;670000
-11827;3425;390;6990;1500;<1H OCEAN;1958000
-11723;3368;100;36590;6500;<1H OCEAN;1259000
-11834;3419;410;15240;3930;<1H OCEAN;1924000
-11838;3389;350;17780;3300;<1H OCEAN;3793000
-12217;3771;380;8900;2000;NEAR BAY;1798000
-11833;3402;460;15280;3910;<1H OCEAN;1257000
-11826;345;60;58130;9080;INLAND;3404000
-12208;3765;170;50180;14390;NEAR BAY;1619000
-11804;3382;260;41050;6370;<1H OCEAN;2739000
-11791;3374;250;42730;9650;<1H OCEAN;1832000
-12127;3798;430;26080;5160;INLAND;700000
-12102;3709;170;11180;2700;INLAND;1125000
-11848;3416;320;21080;3090;<1H OCEAN;5000010
-12213;3772;260;28620;3940;NEAR BAY;3673000
-1181;339;430;12370;2430;<1H OCEAN;1660000
-12138;386;360;12490;1590;INLAND;4464000
-11999;3894;240;12160;2890;INLAND;1036000
-12009;370;110;37610;6750;INLAND;746000
-1182;3413;500;29290;5880;<1H OCEAN;1736000
-12385;4132;310;9380;2380;<1H OCEAN;367000
-11892;344;230;12900;2830;<1H OCEAN;1980000
-11704;3264;50;23290;5420;NEAR OCEAN;2256000
-12272;3847;290;17060;4150;<1H OCEAN;1648000
-12239;4053;280;14270;3040;INLAND;808000
-1185;3397;520;7090;3290;<1H OCEAN;3500000
-11823;3395;370;26670;6710;<1H OCEAN;875000
-1173;3452;340;44930;8380;INLAND;743000
-11811;3402;400;17270;3090;<1H OCEAN;2102000
-12129;3799;410;9300;1910;INLAND;906000
-12188;3698;210;41170;7520;NEAR OCEAN;2895000
-11797;3406;310;25160;4350;<1H OCEAN;1555000
-11695;3379;80;109970;22050;INLAND;953000
-12271;3846;360;21750;5160;<1H OCEAN;1672000
-11825;3411;390;14150;3690;<1H OCEAN;1563000
-12241;3771;490;18520;4290;NEAR BAY;2178000
-12144;377;50;13650;1960;INLAND;2151000
-11813;3418;520;30940;5190;INLAND;3109000
-12188;3733;410;3950;1640;<1H OCEAN;1750000
-12222;3808;370;28110;4350;NEAR BAY;967000
-11819;3385;450;11670;3020;NEAR OCEAN;1503000
-11825;3414;300;16150;5700;<1H OCEAN;1969000
-11731;3375;190;31730;6780;<1H OCEAN;1292000
-12205;3733;210;20520;3460;<1H OCEAN;4163000
-11695;3375;230;46760;10960;INLAND;1095000
-11972;368;150;30450;6890;INLAND;857000
-12219;395;230;4620;970;INLAND;530000
-1218;3801;440;31840;5810;INLAND;1102000
-12192;3662;520;14100;3030;NEAR OCEAN;2354000
-12097;3766;240;29300;5880;INLAND;1279000
-1182;3399;330;11340;3750;<1H OCEAN;1417000
-11696;3394;220;19990;4970;INLAND;819000
-12334;3939;180;28210;6280;<1H OCEAN;840000
-11832;342;290;22090;4440;<1H OCEAN;3412000
-12135;3801;150;26820;5990;INLAND;944000
-11742;3393;320;28850;5950;INLAND;1256000
-11791;341;280;36940;7220;<1H OCEAN;1811000
-12167;3693;220;5690;1320;<1H OCEAN;1875000
-11973;3441;290;17690;2970;NEAR OCEAN;3500000
-12227;3773;310;57850;13790;NEAR BAY;2310000
-11799;3394;300;23950;5650;<1H OCEAN;2123000
-12049;4031;160;18210;3600;INLAND;851000
-11928;3632;290;22740;5140;INLAND;669000
-12203;383;50;15690;1990;INLAND;2239000
-1183;3376;180;96590;17160;<1H OCEAN;2905000
-1203;3734;330;9930;1860;INLAND;1036000
-11807;3412;300;22010;5590;INLAND;2799000
-11816;3409;360;33340;9200;<1H OCEAN;1708000
-12269;3827;320;23440;4340;<1H OCEAN;2850000
-12149;3856;420;9000;2390;INLAND;875000
-11799;3367;120;22280;4790;<1H OCEAN;3500000
-11827;3409;520;32250;7630;<1H OCEAN;2688000
-11728;3304;120;44590;9280;NEAR OCEAN;2527000
-11818;3382;430;2840;650;NEAR OCEAN;2075000
-1171;3275;160;24260;7990;NEAR OCEAN;1034000
-11905;3533;180;127070;26850;INLAND;872000
-12191;3734;350;21890;6070;<1H OCEAN;2409000
-11766;356;140;17400;3910;INLAND;917000
-11864;3422;160;43120;5740;<1H OCEAN;3900000
-12181;3731;140;27310;5780;<1H OCEAN;1397000
-12198;3736;330;15820;2720;<1H OCEAN;2872000
-11713;3297;100;34860;4690;<1H OCEAN;2495000
-11721;3312;40;32610;6890;NEAR OCEAN;2589000
-12025;3803;210;49240;9660;INLAND;1165000
-1185;3421;360;12540;2290;<1H OCEAN;2361000
-1216;3979;180;26720;5330;INLAND;1029000
-12206;3794;190;40050;9720;NEAR BAY;2357000
-1193;363;140;30230;4690;INLAND;1186000
-12099;3764;500;6830;1890;INLAND;700000
-11816;3391;60;34450;8470;<1H OCEAN;1440000
-11807;3397;320;34000;8260;<1H OCEAN;1556000
-11764;3349;30;25160;4290;<1H OCEAN;2716000
-11742;3394;260;24200;5320;INLAND;1135000
-11808;3391;300;13660;4600;<1H OCEAN;1599000
-11722;3283;170;11240;1870;NEAR OCEAN;2373000
-12203;3824;160;11040;1640;INLAND;1577000
-12163;3668;240;25910;7390;<1H OCEAN;1085000
-12417;408;520;6610;3160;NEAR OCEAN;600000
-11725;3274;360;12400;3100;NEAR OCEAN;2482000
-1219;3804;360;14890;3310;INLAND;902000
-12271;379;230;12500;2570;NEAR OCEAN;2426000
-11833;3369;410;21680;3570;NEAR OCEAN;3119000
-12196;3728;280;50180;10660;<1H OCEAN;2739000
-11805;341;360;16060;3180;INLAND;2726000
-12243;3776;520;23560;5010;NEAR BAY;4554000
-12224;3784;520;35290;5740;NEAR BAY;3895000
-12196;3834;70;32920;6980;INLAND;1403000
-11809;3397;390;14730;2970;<1H OCEAN;1660000
-12259;3858;180;37530;7520;<1H OCEAN;1857000
-11717;3282;240;16230;4170;NEAR OCEAN;1981000
-12098;3767;330;14330;2980;INLAND;1091000
-11573;328;440;4720;810;INLAND;938000
-1178;3403;250;42400;6430;<1H OCEAN;2476000
-12146;3865;140;31670;5510;INLAND;926000
-11828;3399;460;25770;7030;<1H OCEAN;983000
-1221;3766;350;6860;1420;NEAR BAY;1621000
-12207;3794;360;26390;4880;NEAR BAY;2051000
-11909;3435;200;47250;8810;<1H OCEAN;2148000
